LWR	fract	aLWR	afract	taxopath
0.003991	6.293e-06	0.9999	0.001577	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida;Anaplectus
0.9959	0.00157	0.9959	0.00157	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida;Anaplectus;porosus
0.3064	0.0004831	0.5632	0.0008881	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida;Plectus
0.02423	3.821e-05	0.02423	3.821e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida;Plectus;velox
0.2326	0.0003668	0.2326	0.0003668	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Araeolaimida;Plectus;minimus
0.3399	0.0005359	1.335	0.002104	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Diplogasterida
0.7638	0.001204	0.9946	0.001568	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Diplogasterida;Pristionchus
0.2308	0.000364	0.2308	0.000364	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Chromadorea;Diplogasterida;Pristionchus;lheritieri
0	0	12.98	0.02047	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea
2.914	0.004594	7.989	0.0126	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia
0	0	2.168	0.003419	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Mermithida
0	0	2.168	0.003419	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Mermithida;Romanomermis
2.168	0.003419	2.168	0.003419	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Mermithida;Romanomermis;culicivorax
2.878	0.004538	2.907	0.004584	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Dorylaimida
0	0	0.02907	4.584e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Enchodelus
0.02907	4.584e-05	0.02907	4.584e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Enchodelus;longispiculus
0.005997	9.455e-06	4.991	0.00787	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia
2.985	0.004707	2.985	0.004707	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Enoplida
1.201e-16	1.894e-19	1.201e-16	1.894e-19	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Enoplida;Alaimus
0.8587	0.001354	2	0.003153	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Triplonchida
0	0	0.1413	0.0002227	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Triplonchida;Stenonchulus
0.1413	0.0002227	0.1413	0.0002227	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Triplonchida;Stenonchulus;troglodytes
0.3361	0.0005299	1	0.001577	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Triplonchida;Diphterophora
0.6639	0.001047	0.6639	0.001047	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Nematoda;Enoplea;Enoplia;Triplonchida;Diphterophora;communis
0.3183	0.0005018	10.36	0.01634	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda
0.1809	0.0002852	4.368	0.006887	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Chelicerata
0	0	4.187	0.006602	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida
3.134	0.004942	4.187	0.006602	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Acari
0	0	0.9983	0.001574	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Acari;Tectocepheus
0.9983	0.001574	0.9983	0.001574	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Acari;Tectocepheus;sarekensis
0.05472	8.628e-05	0.05472	8.628e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Acari;Microcaeculus
0	0	3.749	0.005911	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Hexapoda
0	0	3.749	0.005911	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Hexapoda;Ellipura
3.613	0.005697	3.749	0.005911	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Hexapoda;Ellipura;Collembola
0	0	0.01223	1.928e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Hexapoda;Ellipura;Collembola;Sminthurus
0.01223	1.928e-05	0.01223	1.928e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Hexapoda;Ellipura;Collembola;Sminthurus;viridis
0.1238	0.0001953	0.1238	0.0001953	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Hexapoda;Ellipura;Collembola;Pogonognathellus
0	0	1.93	0.003042	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Crustacea
0	0	1.93	0.003042	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Crustacea;Maxillopoda
1.913	0.003016	1.93	0.003042	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Crustacea;Maxillopoda;Copepoda
0	0	0.01673	2.638e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Crustacea;Maxillopoda;Copepoda;Harpacticoida
0	0	0.01673	2.638e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Crustacea;Maxillopoda;Copepoda;Harpacticoida;Ameira
0.01673	2.638e-05	0.01673	2.638e-05	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Arthropoda;Crustacea;Maxillopoda;Copepoda;Harpacticoida;Ameira;scotti
0	0	4.997	0.007879	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Tardigrada
0	0	4.997	0.007879	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Tardigrada;Eutardigrada
4.497	0.00709	4.997	0.007879	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Tardigrada;Eutardigrada;Parachela
0.5	0.0007883	0.5	0.0007883	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Tardigrada;Eutardigrada;Parachela;Macrobiotus
0.1165	0.0001837	2	0.003153	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera
1.34	0.002113	1.883	0.00297	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera;Bdelloidea
0.005673	8.945e-06	0.005673	8.945e-06	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera;Bdelloidea;Philodinida
0.5269	0.0008307	0.5378	0.0008479	Eukaryota;Opisthokonta;Holozoa;Metazoa;Animalia;Eumetazoa;Bilateria;Rotifera;Bdelloidea;Adinetida
