LWR	fract	aLWR	afract	taxopath
0	0	0.01609	2.531e-05	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae_Sedis;Chytridiomycetes;Polychytriales
0.01609	2.531e-05	0.01609	2.531e-05	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae_Sedis;Chytridiomycetes;Polychytriales;Incertae_Sedis
0	0	0.5434	0.0008546	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae_Sedis;Chytridiomycetes;Fimicolochytrium
0.5434	0.0008546	0.5434	0.0008546	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae_Sedis;Chytridiomycetes;Fimicolochytrium;alabamae
21.68	0.03409	38.85	0.06109	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota
0	0	4.49	0.00706	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;Incertae_Sedis
0	0	4.49	0.00706	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;Incertae_Sedis;Incertae_Sedis
0	0	4.49	0.00706	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis
0	0	4.49	0.00706	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis
1.989	0.003128	1.989	0.003129	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Rozella
0.0002587	4.068e-07	0.0002587	4.068e-07	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Rozella;allomycis
2.5	0.003932	2.5	0.003932	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Incertae_Sedis;Paramicrosporidium
12.68	0.01994	12.68	0.01994	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Cryptomycota;LKM11
0.6017	0.0009462	104.8	0.1648	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya
0.005776	9.084e-06	38.78	0.06099	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota
