LWR	fract	aLWR	afract	taxopath
0.1006	0.0001577	0.1006	0.0001577	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;peneaus
0.9948	0.00156	0.9948	0.00156	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;victoriae
0.04473	7.013e-05	0.04473	7.013e-05	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Bulleribasidiaceae;Vishniacozyma;psychrotolerans
0.04793	7.514e-05	0.9978	0.001564	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia
0.9499	0.001489	0.9499	0.001489	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Bulleribasidiaceae;Dioszegia;crocea
0.3192	0.0005005	0.998	0.001565	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trimorphomycetaceae
0	0	0.3438	0.0005389	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma
0.3351	0.0005253	0.3351	0.0005253	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;podzolica
0.008683	1.361e-05	0.008683	1.361e-05	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trimorphomycetaceae;Saitozyma;flava
0	0	0.3351	0.0005253	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trimorphomycetaceae;Vanrija
0.3351	0.0005253	0.3351	0.0005253	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Trimorphomycetaceae;Vanrija;humicola
0	0	0.1439	0.0002256	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae
